t,seen,trust,why,tgt_pinky,tgt_ring,tgt_middle,tgt_index,tgt_thumb_bend,tgt_thumb_rot,curl_pinky,curl_ring,curl_middle,curl_index,thumb_flexion,opposition,ang_pinky,ang_ring,ang_middle,ang_index,ang_thumb_bend,ang_thumb_rot,cur_pinky,cur_ring,cur_middle,cur_index,cur_thumb_bend,cur_thumb_rot,sta_pinky,sta_ring,sta_middle,sta_index,sta_thumb_bend,sta_thumb_rot,gain_pinky,gain_ring,gain_middle,gain_index,gain_thumb_bend,gain_thumb_rot,sent_pinky,sent_ring,sent_middle,sent_index,sent_thumb_bend,sent_thumb_rot,sent,mode,applying,deg
1786353676.387326,0,1,,,,,,,,,,,,,,1563,1482,1500,1569,1327,1170,0,0,0,0,0,0,0,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
1786353676.419397,0,1,,,,,,,,,,,,,,1563,1482,1500,1569,1327,1170,0,0,0,0,0,0,0,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
1786353676.455297,0,1,,,,,,,,,,,,,,1563,1482,1500,1569,1327,1170,0,0,0,0,0,0,0,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
1786353676.487164,0,1,,,,,,,,,,,,,,1563,1482,1500,1569,1327,1170,0,0,0,0,0,0,0,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
1786353676.519239,0,1,,,,,,,,,,,,,,1563,1482,1500,1569,1327,1170,0,0,0,0,0,0,0,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
1786353676.555246,0,1,,,,,,,,,,,,,,1563,1482,1500,1569,1327,1170,0,0,0,0,0,0,0,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
1786353676.597036,1,0,hand looks flipped,1178.0000,1154.0000,1211.0000,1223.0000,1375.0000,1850.0000,150.845,154.919,145.323,143.376,24.231,-88.864,1563,1482,1500,1569,1327,1170,0,0,0,0,0,0,0,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1387.5706,1334.9344,1392.7711,1422.1598,1327.5615,1170.5393,1,on,1,1.5000
1786353676.615263,1,0,hand looks flipped,1400.0000,1390.0000,1344.0000,1316.0000,1375.0000,1850.0000,114.059,115.678,123.371,127.990,28.446,-84.655,1563,1482,1500,1569,1327,1170,0,0,0,0,0,0,0,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1387.5706,1334.9344,1392.7711,1401.1627,1327.5615,1170.5393,1,on,1,1.5000
1786353676.651127,1,0,hand looks flipped,1377.0000,1382.0000,1338.0000,1384.0000,1375.0000,1850.0000,117.868,116.940,124.292,116.720,29.904,-78.295,1563,1478,1498,1569,1327,1170,25,70,70,35,0,0,1,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1387.5706,1334.9344,1376.4244,1401.1627,1327.5615,1170.5393,1,on,1,1.5000
1786353676.682984,0,1,,,,,,,,,,,,,,1563,1473,1490,1562,1327,1170,98,71,89,77,0,0,1,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
1786353676.723598,1,0,hand looks flipped,1206.0000,1161.0000,1205.0000,1200.0000,1351.0000,1850.0000,146.199,153.764,146.466,147.243,36.262,-60.595,1536,1447,1465,1535,1327,1170,89,97,80,73,0,0,1,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1327.8316,1290.2913,1317.8132,1323.5160,1327.5615,1170.5393,1,on,1,1.5000
1786353676.751148,0,1,,,,,,,,,,,,,,1522,1433,1452,1521,1327,1170,112,96,94,69,0,0,1,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
1786353676.797110,1,0,hand looks flipped,1219.0000,1161.0000,1212.0000,1235.0000,1357.0000,1850.0000,144.021,153.704,145.181,141.445,35.330,-58.854,1492,1406,1425,1495,1327,1170,108,85,79,60,0,0,1,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1296.1864,1252.3508,1286.7407,1297.7221,1327.5615,1170.5393,1,on,1,1.5000
